Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;
2021;3º;Demais bancos e financeiras;Conglomerado; ;MASTER (conglomerado);2.055,01;223;77;17;317;108515;5657;103039;
2021;3º;Demais bancos e financeiras;Conglomerado; ;MERCADO CRÉDITO (conglomerado); ;0;0;1;1;47984; ;47984;
2021;3º;Demais bancos e financeiras;Conglomerado; ;MERCANTIL DO BRASIL (conglomerado);122,14;467;228;106;801;3823232;3235072;1856560;
2021;3º;Demais bancos e financeiras;Conglomerado; ;MERCEDES-BENZ (conglomerado); ;0;1;1;2;20203;341;19944;
2021;3º;Demais bancos e financeiras;Banco/financeira;09464032;MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;22;102;52;176;10572319;286354;10523154;
2021;3º;Demais bancos e financeiras;Conglomerado; ;MODAL (conglomerado); ;21;31;8;60;1304283;1304119;33167;
2021;3º;Demais bancos e financeiras;Banco/financeira;04379829;NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;0;1;0;1;434448;677;433771;
2021;3º;Demais bancos e financeiras;Banco/financeira;74828799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; ;5;29;0;34;99651;3135;96953;
2021;3º;Top 10 - Bancos e Financeiras;Conglomerado; ;NUBANK (conglomerado);0,13;3;18;17;38;22267718;20581767;3601628;
2021;3º;Demais bancos e financeiras;Conglomerado; ;OMNI (conglomerado); ;17;60;67;144;5281196;165744;5129818;
2021;3º;Demais bancos e financeiras;Conglomerado; ;ORIGINAL (conglomerado);47,03;265;369;212;846;5634279;4365122;2051035;
2021;3º;Demais bancos e financeiras;Conglomerado; ;PAGBANK-PAGSEGURO (conglomerado); ;5;4;2;11;3342281;3335727;7063;
2021;3º;Demais bancos e financeiras;Conglomerado; ;PARANÁ BANCO (conglomerado);193,45;94;412;20;526;485895;10034;476123;
2021;3º;Demais bancos e financeiras;Banco/financeira;03311443;PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.;14.015,05;54;21;1;76;3853; ;3853;
2021;3º;Demais bancos e financeiras;Banco/financeira;43180355;PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;12,79;87;59;22;168;6798337;6588214;2507474;
2021;3º;Demais bancos e financeiras;Conglomerado; ;PINE (conglomerado); ;3;3;0;6;12869;10925;2618;
2021;3º;Demais bancos e financeiras;Conglomerado; ;PORTO SEGURO (conglomerado);18,21;55;69;62;186;3019992; ;3019992;
2021;3º;Demais bancos e financeiras;Banco/financeira;01800019;PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;19;32;17;68;225158;1;225157;
2021;3º;Demais bancos e financeiras;Banco/financeira;27351731;REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;10;39;21;70;4873514;51;4873489;
2021;3º;Demais bancos e financeiras;Conglomerado; ;RENDIMENTO (conglomerado); ;1;10;1;12;26068;22168;6473;
2021;3º;Demais bancos e financeiras;Conglomerado; ;RODOBENS (conglomerado); ;1;1;1;3;14845;1609;13625;
2021;3º;Demais bancos e financeiras;Conglomerado; ;SAFRA (conglomerado);103,36;442;932;408;1782;4276210;1938760;2638051;
2021;3º;Demais bancos e financeiras;Banco/financeira;05503849;SANTANA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;1;0;1;29858;1259;28602;
2021;3º;Top 10 - Bancos e Financeiras;Conglomerado; ;SANTANDER (conglomerado);29,19;1558;3646;2031;7235;53358153;45593473;25859687;
2021;3º;Demais bancos e financeiras;Banco/financeira;00122327;SANTINVEST S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;1;4;0;5;14007;592;13415;
2021;3º;Demais bancos e financeiras;Conglomerado; ;SICREDI (conglomerado); ;0;0;2;2;6101332;6080485;187051;
2021;3º;Demais bancos e financeiras;Conglomerado; ;SIMPALA (conglomerado); ;1;0;1;2;2883;25;2858;
2021;3º;Demais bancos e financeiras;Conglomerado; ;SOCIETE GENERALE (conglomerado); ;0;1;0;1;534;418;159;
2021;3º;Demais bancos e financeiras;Banco/financeira;03881423;SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;3;7;11;2088;460;1628;
2021;3º;Demais bancos e financeiras;Conglomerado; ;SOFISA (conglomerado);90,68;37;21;19;77;407986;398001;17484;
2021;3º;Demais bancos e financeiras;Conglomerado; ;SOROCRED (conglomerado); ;14;28;10;52;248801;1076;247735;
2021;3º;Demais bancos e financeiras;Banco/financeira;41498340;TENTOS S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;0;0;1;129; ;129;
2021;3º;Demais bancos e financeiras;Banco/financeira;09473806;TODESCREDI S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;0;1;1;37627;11;37616;
2021;3º;Demais bancos e financeiras;Banco/financeira;05192316;VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;2;3;1;6;405846;1385;404867;
2021;3º;Demais bancos e financeiras;Conglomerado; ;VOITER (conglomerado); ;1;2;2;5;5059;4490;841;
2021;3º;Demais bancos e financeiras;Conglomerado; ;VOLKSWAGEN (conglomerado); ;21;29;44;94;358084;945;357307;
2021;3º;Demais bancos e financeiras;Conglomerado; ;VOLVO (conglomerado); ;0;1;0;1;7212;49;7204;
2021;3º;Top 10 - Bancos e Financeiras;Conglomerado; ;VOTORANTIM (conglomerado);13,90;256;193;225;674;18414652;15132752;5084002;
2021;3º;Demais bancos e financeiras;Conglomerado; ;WESTERN UNION (conglomerado); ;2;2;0;4;1;1; ;
2021;3º;Demais bancos e financeiras;Banco/financeira;23862762;WILL FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;18,99;35;43;33;111;1842985;1842425;391779;
2021;3º;Demais bancos e financeiras;Conglomerado; ;XP (conglomerado);138,80;42;6;10;58;302591;302459;231155;
2021;3º;Demais bancos e financeiras;Conglomerado; ;YAMAHA MOTOR (conglomerado); ;2;2;11;15;210964;88;210884;
